designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,su,sg,sr,si,sz
Gaia DR2 820105214691139584,820105214691139584,146.6627916,43.91574502,31.28529427,0.041733482,-2.531507663,286.884683,13.358732,13.30583,13.434636,-0.12880611,14.887,15.33,13.609,14.906,14.38
Gaia DR2 147095826660107520,147095826660107520,72.29085279,24.39355293,10.29233832,0.103442805,-2.561689777,2.410667905,17.108477,17.057909,17.125269,-0.067359924,17.251,16.973,17.203,17.422,17.701
Gaia DR2 1095872381727479936,1095872381727479936,113.1165115,66.38589471,13.85304936,0.108264195,-2.571469419,-61.94345671,17.60964,17.671627,17.393888,0.27773857,18.023,17.684,17.649,17.72,17.832
Gaia DR2 6316451863556609152,6316451863556609152,234.4126662,-11.10232044,12.34125506,0.155243483,-2.572667443,-2.969085559,16.397266,16.36976,16.389128,-0.019367218,0,0,0,0,0
Gaia DR2 3126316040609035008,3126316040609035008,103.3663824,2.663049783,19.39541559,0.086137849,-2.574854675,207.3431368,17.012655,17.22226,16.597326,0.62493324,0,0,0,0,0
Gaia DR2 1515693894335906688,1515693894335906688,194.3147257,34.24413179,18.09943908,0.093956651,-2.598511763,-42.1756997,16.765186,16.807756,16.637966,0.16979027,17.10992,16.78202,16.81564,16.92021,17.10123
Gaia DR2 257771743696047744,257771743696047744,69.41320958,48.85035846,11.91383733,0.454650865,-2.626467468,-37.14851085,19.434032,19.885208,18.82822,1.0569878,0,0,0,0,0
Gaia DR2 3128987338466760960,3128987338466760960,102.5315332,4.351219245,10.135013,0.503984597,-2.674775599,28.5449175,18.844894,19.061243,18.358023,0.70322037,0,0,0,0,0
Gaia DR2 2576622898882026624,2576622898882026624,18.3222183,6.05913933,11.4583237,0.24242749,-2.724756248,-119.6375497,18.49015,18.52015,18.23356,0.28658867,18.87,18.55,18.52,18.55,18.62
Gaia DR2 1186846832802736384,1186846832802736384,225.7588544,15.350166,11.50743867,0.408391241,-2.73206479,-80.79953907,19.427187,19.857155,18.814785,1.0423698,21.424,20.04,19.362,19.129,19.034
Gaia DR2 895351903549937408,895351903549937408,114.6644397,36.09514882,11.46218944,0.502657006,-2.786369095,-38.17803239,19.434307,19.913946,18.725101,1.1888447,21.345,19.979,19.387,19.103,19.165
Gaia DR2 122291295308767360,122291295308767360,48.99583454,29.74204266,18.07753652,0.253806183,-2.871848539,-127.9532791,18.43081,18.888872,17.783987,1.1048851,0,0,0,0,0
Gaia DR2 3653507298913645056,3653507298913645056,217.5411032,0.764127665,10.3074962,0.525801147,-2.882704548,-127.699154,19.776398,20.138323,19.075527,1.0627956,21.627,20.294,19.769,19.425,19.501
Gaia DR2 2966010445031835520,2966010445031835520,86.60780945,-20.57711825,10.41592631,0.110398817,-2.884289266,-74.38757173,17.700031,17.775148,17.436161,0.33898735,0,0,0,0,0
Gaia DR2 3394087945636978432,3394087945636978432,80.46189043,16.38070894,13.64213647,0.087073358,-2.914799208,74.41537011,16.344362,16.468807,16.009394,0.45941353,16.835,16.412,16.483,16.425,16.08
Gaia DR2 4881758307940843008,4881758307940843008,72.25582714,-25.4434477,11.00802746,0.080794973,-2.942489139,-9.245205844,16.971725,16.95163,16.9394,0.012229919,0,0,0,0,0
Gaia DR2 3202090572360025088,3202090572360025088,64.60493623,-6.748560007,10.08974762,0.259213379,-2.958987425,-32.24553303,18.995573,19.213518,18.670338,0.54318047,0,0,0,0,0
Gaia DR2 3554064581079085184,3554064581079085184,162.3885889,-19.76542673,12.01383598,0.297884515,-2.964946033,-22.93920648,18.91678,19.258749,18.400658,0.85809135,0,0,0,0,0
Gaia DR2 1955871589129513600,1955871589129513600,331.5499674,38.5933538,10.80380047,0.234672068,-2.965347259,37.24333682,18.999031,19.199238,18.62737,0.571867,0,0,0,0,0
Gaia DR2 3540018805367474816,3540018805367474816,175.485748,-23.34921332,10.37381932,0.087647104,-2.973180683,-0.59648386,16.440557,16.41157,16.49809,-0.08652115,0,0,0,0,0
Gaia DR2 2305227493156671744,2305227493156671744,276.4312439,87.67206394,12.82980441,0.049041915,-2.988491008,56.72206405,16.70852,16.767258,16.55499,0.21226692,0,0,0,0,0
Gaia DR2 3691095100341397632,3691095100341397632,196.1226019,1.436595266,13.50199055,0.496384432,-3.021231756,22.32535547,19.636887,19.933788,19.148039,0.78574944,21.316,20.075,19.438,19.357,19.724
Gaia DR2 681595744913809280,681595744913809280,119.639617,24.8476926,10.39203114,0.459127158,-3.038734897,-20.12338949,18.99786,19.43827,18.233978,1.2042923,21.275,19.721,18.951,18.689,18.566
Gaia DR2 3694595296825212288,3694595296825212288,183.7145173,-1.703584905,14.95852205,0.322402555,-3.046460728,-104.0214372,18.901884,19.301731,18.225586,1.0761452,20.94,19.481,18.83,18.585,18.471
Gaia DR2 301521311363899904,301521311363899904,30.598972,31.40143055,12.12680073,0.088408124,-3.083278255,-50.36335697,16.945786,16.981533,16.848627,0.13290596,17.326,16.949,17.022,17.096,17.283
Gaia DR2 2239457868678674560,2239457868678674560,291.4015141,59.56403185,11.08863581,0.121631847,-3.104256946,-121.5739377,18.0273,18.180578,17.701473,0.479105,0,0,0,0,0
Gaia DR2 3856005626711298560,3856005626711298560,158.0810544,2.315748283,12.34127007,0.085247899,-3.133231928,-103.5782669,16.63252,16.660118,16.56317,0.09694862,17.038,16.584,16.695,16.834,17.076
Gaia DR2 2464597369980330880,2464597369980330880,23.96982441,-10.70678428,12.44086639,0.393074429,-3.145234147,-117.4904334,19.121168,19.432947,18.519907,0.91304016,21.401,19.641,19.12,18.917,19.463
Gaia DR2 3674426504064071936,3674426504064071936,214.2217981,7.878837593,14.31663854,0.339708101,-3.147709514,-89.4795529,18.871367,19.178165,18.328676,0.8494892,20.561,19.335,18.816,18.627,18.608
Gaia DR2 1472481502519806848,1472481502519806848,204.4538179,37.20606752,10.29663565,0.377274654,-3.157707523,63.01310673,19.703722,20.006433,19.108925,0.8975086,21.604,20.311,19.615,19.394,19.267
Gaia DR2 61130544402258304,61130544402258304,50.38092699,20.80188885,10.59012526,0.285778589,-3.169281906,-31.99937055,18.663607,18.749561,18.360401,0.38916016,0,0,0,0,0
Gaia DR2 3418741367154043648,3418741367154043648,75.74822429,24.04679145,12.25181068,0.118377652,-3.188891761,-35.00828559,17.488485,17.490616,17.35291,0.13770676,17.854,17.459,17.529,17.636,17.814
Gaia DR2 4550490400976378880,4550490400976378880,264.9521351,17.99852574,10.23400223,0.20274067,-3.202932586,82.13312625,18.508957,18.705534,18.164433,0.54110146,0,0,0,0,0
Gaia DR2 2270937019726692736,2270937019726692736,318.1288075,70.7277085,11.65777464,0.070942931,-3.228373378,-60.64380822,17.134245,17.1307,17.017838,0.11286163,0,0,0,0,0
Gaia DR2 4552674512109588864,4552674512109588864,266.766007,20.1894775,13.54472802,0.208126545,-3.242354831,134.7023375,18.540373,18.845062,18.055893,0.7891693,0,0,0,0,0
Gaia DR2 4238567709615983360,4238567709615983360,297.0237196,-0.296789358,11.11161787,0.365659217,-3.248655407,-94.79184555,19.384214,19.658688,18.873135,0.785553,0,0,0,0,0
Gaia DR2 2170187399180847872,2170187399180847872,315.0971592,51.71458349,10.21792647,0.097644881,-3.259365474,11.09001529,17.774729,17.757103,17.766071,-0.008968353,0,0,0,0,0
Gaia DR2 572385004434358144,572385004434358144,25.87304126,82.85248272,12.39246262,0.708771571,-3.263555249,-40.82600761,20.495153,21.163158,19.631546,1.5316124,0,0,0,0,0
Gaia DR2 238515511227085440,238515511227085440,53.04283087,43.4873291,10.31796297,0.265926749,-3.347940902,-51.32748154,18.848513,19.02083,18.48806,0.53277016,0,0,0,0,0
Gaia DR2 924219890574729856,924219890574729856,115.6604766,42.39156442,14.51453483,0.151371788,-3.350333142,-81.7683967,17.851063,18.059214,17.462969,0.5962448,18.66792,18.07492,17.81932,17.77607,17.78734
Gaia DR2 2454507598448711296,2454507598448711296,20.24722648,-16.38025201,12.8031491,0.253248749,-3.364679612,-47.06005609,18.829523,19.082928,18.33325,0.74967766,0,0,0,0,0
Gaia DR2 2926378647189706624,2926378647189706624,100.2904435,-22.29687248,10.89889963,0.12074618,-3.441210988,82.62105475,17.784456,17.922148,17.491226,0.43092155,0,0,0,0,0
Gaia DR2 279481733930322432,279481733930322432,77.98529504,56.25525592,12.31453526,0.310970581,-3.44270392,-19.3355871,19.323437,19.801348,18.766186,1.035162,0,0,0,0,0
Gaia DR2 6195972838285944320,6195972838285944320,201.7028808,-22.51573021,11.68564034,0.161652778,-3.484630982,-36.87988157,17.926958,18.148867,17.64887,0.4999962,0,0,0,0,0
Gaia DR2 6315181339214535296,6315181339214535296,229.2256385,-12.94879286,17.93177735,0.267187051,-3.487926256,-55.50570707,18.729202,19.126032,18.030983,1.0950489,21.151,19.41,18.674,18.405,18.172
Gaia DR2 709798939720824192,709798939720824192,129.5510702,32.14342874,11.88913192,0.56117859,-3.495857855,53.63125456,19.746128,20.409357,19.124685,1.2846718,22.488,20.476,19.636,19.361,19.301
Gaia DR2 2256681615250558592,2256681615250558592,275.3603568,65.12411623,11.18476554,0.351544981,-3.499609704,62.13700917,19.620747,19.967276,18.958315,1.0089607,21.903,20.366,19.53,19.253,19.046
Gaia DR2 6313990568121225984,6313990568121225984,224.778611,-10.17447748,11.4374475,0.686303888,-3.511067306,1.06193577,19.79973,20.31522,19.331644,0.9835758,0,0,0,0,0
Gaia DR2 4092151140652814336,4092151140652814336,280.0937206,-19.91090805,14.95717399,0.2382722,-3.517068778,-201.6141684,18.302464,18.538843,17.6939,0.844944,0,0,0,0,0
Gaia DR2 187035964497229568,187035964497229568,78.68619065,36.9435957,16.33010791,0.177399373,-3.533095222,-23.80580789,17.948566,18.208086,17.504566,0.7035198,0,0,0,0,0
Gaia DR2 2934317327301399552,2934317327301399552,107.4719033,-18.26729683,10.83691779,0.151524422,-3.556329322,-37.83248233,17.889736,18.006433,17.62855,0.3778839,0,0,0,0,0
Gaia DR2 1005909000316328192,1005909000316328192,91.36383969,61.20841083,10.70908518,0.304591934,-3.596133853,-12.0872482,18.91334,19.056625,18.435177,0.6214485,0,0,0,0,0
Gaia DR2 4400264883189120256,4400264883189120256,234.1454921,-5.877706415,14.50078382,0.069790252,-3.632619724,17.80854308,15.458888,15.303936,15.611658,-0.3077221,0,0,0,0,0
Gaia DR2 2920149333998174720,2920149333998174720,100.9643793,-26.31717523,13.07253747,0.133446526,-3.638793649,51.41706059,17.587057,17.617535,17.4575,0.16003418,0,0,0,0,0
Gaia DR2 3090505359208876288,3090505359208876288,125.6638484,3.007276007,10.18675219,0.281348197,-3.660081546,21.59586748,18.712914,18.922235,18.349243,0.5729923,19.471,18.939,18.684,18.636,18.666
Gaia DR2 276160830856800000,276160830856800000,60.90267309,54.24564169,12.14615002,0.437460395,-3.669674983,41.17206917,19.517721,19.989887,18.818127,1.1717606,0,0,0,0,0
Gaia DR2 1389687246155888512,1389687246155888512,233.2240626,40.13055696,18.31567812,0.143670731,-3.671857113,-67.7533504,18.298323,18.683393,17.715393,0.9680004,20.14,18.798,18.241,18.047,17.993
Gaia DR2 4181614106807625728,4181614106807625728,295.2266519,-16.60088455,11.45481295,0.393017213,-3.740091917,-51.07170391,19.378063,19.879385,18.773003,1.1063824,0,0,0,0,0
Gaia DR2 4469700519955285760,4469700519955285760,269.8517908,3.823404648,10.16685689,0.087471923,-3.840385414,13.61032285,16.741222,16.661121,16.71541,-0.054288864,16.632,16.615,16.841,17.02,17.269
Gaia DR2 2026198517543343104,2026198517543343104,293.2162371,28.04040211,18.90346279,0.18432675,-3.856690774,-309.5945367,18.51775,18.984211,17.76561,1.2186012,0,0,0,0,0
Gaia DR2 3631267717736700416,3631267717736700416,201.5544053,-7.036700065,10.12536468,0.4015196,-3.869903634,27.71958756,19.270721,19.394054,18.799795,0.59425926,0,0,0,0,0
Gaia DR2 4295598660487928064,4295598660487928064,290.5852401,6.77756227,10.98386712,0.278272191,-3.916422132,-54.54482292,18.977219,19.193304,18.558989,0.6343155,0,0,0,0,0
Gaia DR2 3936265787946147712,3936265787946147712,197.0072922,15.41108955,17.74597137,0.165735812,-3.943691214,-60.38326531,18.354937,18.62402,17.83053,0.79348946,19.597,18.72,18.331,18.156,18.102
Gaia DR2 2459524193264957312,2459524193264957312,28.05698308,-12.20599084,11.34888033,0.112772568,-3.946025068,4.424026682,16.599165,16.556797,16.62153,-0.064733505,0,0,0,0,0
Gaia DR2 1358109963696352256,1358109963696352256,255.0627005,43.95136121,13.81200687,0.25809497,-3.967710885,-152.9325817,19.119589,19.55438,18.428253,1.1261272,21.893,19.963,19.076,18.747,18.67
Gaia DR2 1265985590961480192,1265985590961480192,222.6837109,24.05325557,14.77820571,0.186512894,-3.977322479,-81.35405351,18.057499,18.247902,17.709412,0.5384903,18.709,18.219,18.053,18.052,18.099
Gaia DR2 429153475817442688,429153475817442688,4.356694609,60.33777142,11.67389995,0.076841702,-4.018749815,-42.94827129,17.161652,17.21256,16.9489,0.26366043,0,0,0,0,0
Gaia DR2 1714635091562696320,1714635091562696320,219.4802318,78.86350782,10.48158938,0.101045593,-4.124673637,0.604268491,17.771769,17.833826,17.617418,0.21640778,0,0,0,0,0
Gaia DR2 707673416242396160,707673416242396160,128.4734937,29.24600587,14.23371119,0.186970917,-4.128653275,-64.55602084,17.925884,18.117971,17.514488,0.6034832,18.80432,18.16333,17.90549,17.83182,17.86069
Gaia DR2 4876689387538123008,4876689387538123008,73.89973004,-29.48294293,10.26444044,0.032380587,-4.192508626,87.57064054,15.03195,14.94078,15.114661,-0.17388153,0,0,0,0,0
Gaia DR2 5680947744861775744,5680947744861775744,138.155873,-18.238544,10.5060316,0.730495195,-4.208320441,46.21838848,19.63895,20.036627,19.083376,0.9532509,0,0,0,0,0
Gaia DR2 4279269469712040832,4279269469712040832,281.9126006,1.959492587,23.93751099,0.095399314,-4.281628536,-81.72310132,12.945965,12.734751,13.054973,-0.3202219,0,0,0,0,0
Gaia DR2 212745295133496064,212745295133496064,82.21830986,48.9342158,12.54873826,0.570677388,-4.288332778,-169.8981303,19.624617,20.216467,19.154469,1.0619984,0,0,0,0,0
Gaia DR2 4161457550412331264,4161457550412331264,264.2036545,-13.44867662,13.43824458,0.12960583,-4.290936324,57.19471853,17.302267,17.406137,17.059013,0.3471241,0,0,0,0,0
Gaia DR2 4401558183740868480,4401558183740868480,231.3007564,-4.358003169,13.39577294,0.097434891,-4.304576072,-3.274299291,16.505196,16.5411,16.420732,0.12036705,0,0,0,0,0
Gaia DR2 1590462948470580480,1590462948470580480,223.1279954,47.78305738,10.85827273,0.288972991,-4.374282603,-81.81902095,19.115217,19.390633,18.640877,0.74975586,20.176,19.45,19.066,18.935,18.97
Gaia DR2 2147153176036538112,2147153176036538112,280.4911142,53.63812566,11.17083262,0.035297506,-4.376943278,-108.4985616,15.220557,15.064633,15.412314,-0.34768105,0,0,0,0,0
Gaia DR2 3162817558907460224,3162817558907460224,111.4982477,11.76328382,13.11068112,0.132761656,-4.393923984,26.09676026,17.499353,17.55163,17.272638,0.2789917,0,0,0,0,0
Gaia DR2 2454507602744210432,2454507602744210432,20.24502559,-16.37979801,12.77912649,0.05944684,-4.431960566,-45.30154856,15.85463,15.790871,15.939594,-0.1487236,0,0,0,0,0
Gaia DR2 2154593644238192640,2154593644238192640,282.4011104,58.84262198,14.41643615,0.030261623,-4.477485841,-45.99039623,15.583426,15.5201435,15.661036,-0.14089203,0,0,0,0,0
Gaia DR2 1858616246610127232,1858616246610127232,313.2645758,29.76741566,13.63747593,0.051979476,-4.51153746,18.78755158,15.56604,15.495154,15.653793,-0.15863895,0,0,0,0,0
Gaia DR2 1858852121905395200,1858852121905395200,313.6164293,31.08217748,10.13233975,0.175374023,-4.516192745,-57.05487766,18.422405,18.560781,18.166645,0.39413643,0,0,0,0,0
Gaia DR2 4586439169870964864,4586439169870964864,275.4704265,27.99225158,14.47868989,0.104724151,-4.518167603,-81.98446182,17.731031,17.891163,17.371233,0.5199299,0,0,0,0,0
Gaia DR2 4170934378572508160,4170934378572508160,271.9030884,-7.92216242,13.80275126,0.431232541,-4.520354288,-49.80262484,18.813026,19.104843,18.186655,0.9181881,0,0,0,0,0
Gaia DR2 1233331229487768448,1233331229487768448,212.810729,17.55411917,15.5806741,0.205831617,-4.542500466,37.26707946,18.388773,18.701136,17.896364,0.8047714,19.6,18.795,18.344,18.239,18.219
Gaia DR2 213860204221146880,213860204221146880,82.15856671,50.39829678,14.86501289,0.07199581,-4.567825629,-42.53616326,15.9328985,15.901562,15.954638,-0.05307579,0,0,0,0,0
Gaia DR2 3056752280679961216,3056752280679961216,116.2831104,-4.391978512,12.11242286,0.110850834,-4.582661662,-4.145780715,17.417913,17.490805,17.206532,0.28427315,0,0,0,0,0
Gaia DR2 992573646551618304,992573646551618304,98.94979313,52.02169058,14.09670387,0.077731512,-4.598327008,-94.00648054,16.845434,16.861921,16.802832,0.05908966,0,0,0,0,0
Gaia DR2 3472087468013021440,3472087468013021440,187.1037403,-28.63283291,12.06295685,0.573387164,-4.603309304,29.78110799,19.65612,20.126898,18.983934,1.1429634,0,0,0,0,0
Gaia DR2 3529016744125888896,3529016744125888896,191.085383,-12.92749349,15.36784126,0.223291482,-4.618821391,-94.61550222,18.608288,18.931732,18.133028,0.79870415,19.822,18.987,18.562,18.402,18.36
Gaia DR2 1845487489350432128,1845487489350432128,313.4655768,27.09821767,11.71988586,0.154881154,-4.63328563,-96.30103012,18.310284,18.2944,18.254322,0.04007721,0,0,0,0,0
Gaia DR2 1750545141328217984,1750545141328217984,313.4296431,9.688255053,10.29045163,0.063527237,-4.674840693,117.2774292,16.14547,16.078016,16.248962,-0.17094612,16.268,15.957,16.251,16.504,16.79
Gaia DR2 4281190419601308672,4281190419601308672,283.710201,4.190613062,10.13719091,0.103155186,-4.729936676,19.77467096,17.323296,17.26933,17.365723,-0.096393585,0,0,0,0,0
Gaia DR2 3385139226657814272,3385139226657814272,102.8483606,26.9848049,15.32625443,0.164210041,-4.758166445,-36.57521744,17.369608,17.521875,17.052063,0.4698124,0,0,0,0,0
Gaia DR2 2970542696382910720,2970542696382910720,83.61316771,-17.72986691,10.24540405,0.160407903,-4.789123611,-96.97196677,18.032894,18.174974,17.744616,0.4303589,0,0,0,0,0
Gaia DR2 2255990327377625984,2255990327377625984,286.3166114,68.10701664,20.40851194,0.071308288,-4.797334906,27.8583534,17.396143,17.58072,17.044432,0.5362892,0,0,0,0,0
Gaia DR2 5752384187845968640,5752384187845968640,125.8076941,-9.87148197,10.22713304,0.134819899,-4.815991409,-75.26478707,17.798433,17.986557,17.466663,0.51989365,0,0,0,0,0
Gaia DR2 1350007967453813632,1350007967453813632,264.8737464,44.08129618,13.09001221,0.095109482,-4.842563198,-12.76833377,17.534462,17.640482,17.297318,0.34316444,18.038,17.615,17.394,17.578,17.634
Gaia DR2 5034370929896242048,5034370929896242048,15.92567044,-26.56645135,12.61209687,0.199679976,-4.884748174,-88.87877097,18.617538,18.786175,18.291515,0.49465942,0,0,0,0,0
Gaia DR2 5753092131598332928,5753092131598332928,125.6900384,-8.607577981,11.65869648,0.485314106,-4.888735038,-28.50717911,19.518515,20.038736,18.918348,1.120388,0,0,0,0,0
Gaia DR2 290222381984000128,290222381984000128,21.72876474,23.05183124,11.72128854,0.248517763,-4.890853396,-46.86627935,18.507898,18.755568,18.06453,0.69103813,19.482,18.786,18.498,18.398,18.369
Gaia DR2 1062257081450709632,1062257081450709632,171.6986872,70.35008015,14.83456311,0.068218761,-4.917587729,9.762890305,16.557598,16.573948,16.520054,0.053894043,0,0,0,0,0
Gaia DR2 349420775218732544,349420775218732544,26.68158636,43.57510319,10.49588592,0.308954986,-4.963390884,-27.12749177,18.682383,18.936409,18.2614,0.6750088,0,0,0,0,0
Gaia DR2 811435114533149056,811435114533149056,142.635867,38.76276696,10.53672437,0.329090054,-4.983621744,-152.6421546,18.788889,19.000834,18.25771,0.743124,19.9,19.09,18.723,18.65,18.599
Gaia DR2 2159171323461157120,2159171323461157120,273.4907375,62.33624305,10.59326632,0.090384505,-5.012052377,59.38131978,17.263592,17.26143,17.269394,-0.007963181,0,0,0,0,0
Gaia DR2 1116707130641230848,1116707130641230848,90.17880272,76.92280534,11.72737339,0.358977431,-5.041992805,-122.2155353,19.314993,19.794218,18.705776,1.0884418,0,0,0,0,0
